48.2083,16.3731
47.0667,15.4333
48.3000,14.2833
47.7972,13.0477
47.2683,11.3933
46.6167,14.3000
47.8160,16.2500
46.6167,13.8333
48.1500,14.0167
48.2000,15.6167
47.4167,9.7500
48.0500,14.4167
48.2792,14.2528
47.5050,9.7492
48.3042,16.3167
46.8419,14.8408
47.3817,15.0972
48.4167,15.6167
48.2217,14.2397
48.1167,14.8667
47.4271,9.6711
47.4394,15.2894
47.6667,13.0833
48.0856,16.2831
47.5833,12.1667
48.0189,16.2922
48.1411,16.4786
48.2583,13.0333
48.3858,16.2108
47.4269,12.8483
47.3667,9.6667
48.3333,16.0500
48.2083,14.2889
47.4106,15.2686
46.7917,13.4958
47.7167,16.0333
47.1533,9.8219
47.8456,16.5189
46.7236,14.0919
47.7115,13.6239
47.2833,11.5000
47.4831,12.0664
47.3500,11.7000
48.1917,14.1106
46.9550,15.8883
47.9181,13.7994
48.3453,16.3331
47.7269,16.0817
47.2150,14.8294
46.7667,14.3603
48.0086,13.6558
46.7831,15.5450
48.2167,14.4750
48.2100,13.4894
46.8297,12.7697
47.9669,16.2144
48.5667,16.0833
46.8161,15.2150
48.5667,16.5667
47.2189,15.6253
48.3406,16.7175
47.9596,14.7745
48.2000,16.5500
48.2950,16.4675
47.4261,15.0067
46.6622,14.6344
47.3500,13.2000
47.9611,16.4047
48.6033,15.1689
47.1039,15.7083
47.4172,13.2194
47.2394,10.7381
47.1725,14.6603
46.7667,14.8167
47.0639,15.0889
47.9828,13.8242
47.3233,12.7981
48.2092,16.1792
47.0483,15.1503
48.1747,14.5333
48.0167,13.7167
47.6075,15.6731
48.2994,16.5644
47.0500,16.0833
48.2503,14.6336
48.1833,15.9000
47.4464,12.3919
47.9486,16.8431
47.5667,14.2333
47.5044,15.4489
48.5117,14.5061
48.0255,16.7790
48.2833,15.6833
47.1333,10.5667
48.4667,15.6833
47.2878,16.2031
48.1833,16.0825
47.7381,16.3969
46.9364,16.0106
47.1906,14.7511
48.3667,16.5167
47.4556,15.3194
46.5269,14.3019
47.3942,13.6892
47.2703,15.3244
47.2806,15.9700
48.1478,16.9419
48.1108,15.6100
48.1067,13.1494
48.6653,15.6558
48.3531,14.4158
47.9453,13.2247
48.7167,16.3833
48.3333,15.7331
47.6758,15.9383
46.8000,13.7000
47.9417,12.9417
47.3717,16.1219
48.1667,15.0667
48.1156,16.6128
48.1122,14.5656
48.2269,15.3439
48.6667,16.6333
48.8167,15.2833
48.7833,15.0667
48.5167,16.7500
47.2167,14.7833
47.2667,12.4667
48.7667,14.9833
48.3556,14.5306
48.4569,13.4317
47.5267,14.3558
48.0344,14.2097
48.2350,13.8319
46.9525,14.4097
48.2836,14.3667
48.2500,13.2333
47.6100,13.7828
47.7033,16.0011
47.3833,13.4667
46.8667,14.4667
48.5742,14.9578
47.9067,14.0000
48.3456,13.7742
46.9625,14.7947
48.0553,13.7758
48.7569,15.9513
48.0000,15.1667
48.5253,14.2933
48.1333,15.1389
48.3083,14.0203
46.9378,16.1400
46.5900,14.7989
47.9667,16.6000
47.5500,14.8833
48.8667,15.1167
48.2000,15.2000
47.7731,15.3164
48.5167,15.4833
48.0333,15.7667
47.0592,16.3231
46.7086,15.7728
48.6431,15.8186
47.8678,16.3767
47.4864,14.4856
48.2906,16.3086
48.1108,15.3411
47.5000,16.5167
48.3083,16.2742
47.8758,16.3736
48.0667,17.0667
46.6897,15.9886
48.2783,16.9092
48.2281,14.8506
47.9147,16.6933
47.5033,16.2963
47.8411,16.9194
48.0167,15.6000
48.7833,15.4000
48.5733,13.9917
47.8008,16.6758
48.0167,16.2333
48.3333,16.0500
47.4833,10.7167
47.1333,13.8000
46.6272,13.3672
,
